Name,Address,Location,Price,Cuisine,Longitude,Latitude,Award,FacilitiesAndServices,Description,Price_level
Pages,"4 rue Auguste-Vacquerie, Paris, 75016, France","Paris, France",€€€€,Modern Cuisine,2.2962858,48.8709699,1 Star,,"The passion Japanese chefs show for French gastronomy is once again demonstrated by this surprising restaurant whose bare white walls evoke the unwritten pages of a book. Ryuji Teshima, alias Teshi, learned his craft in top establishments before deciding to pursue his personal and contemporary version of Gallic fare, based on fine produce : shellfish and fish from Normandy and Brittany, poultry from the Perche ?there is even a small fridge for maturing beef, including wagyu. The “surprise?menu features a mix of colour and flavours which work like a dream in the mouth, with precision cooking and the occasional use of a small binchotan barbecue to add a distinctive charred note. The open kitchen is always an intriguing and entertaining sight for diners?
Racines,4 passage Antoinette-Caillot",4
The Marcel,"5 rue Lazare-Carnot, Sète, 34200, France","Sète, France",€€€€,Mediterranean Cuisine,3.6981431,43.4026375,1 Star,"Air conditioning,Interesting wine list,Terrace,Wheelchair access","This historic eatery, a former working-class bolthole, is enjoying a second lease of life under the auspices of its owners. On one side is the Rio, a cultural venue which serves tapas to a backdrop of live music, while on the other is a gourmet restaurant graced by a spacious dining room, which commands a view of the kitchen and sports a vintage counter and bench seats, exposed timbers, bare stone walls and works of art. Chef Denis Martin expertly crafts recipes focused on Mediterranean delicacies, such as red mullet and a soft bread with squid ink, crunchy vegetables, shellfish and a stock of fishbones, or octopus in preserved tomatoes and olives. Heroically wondrous cooking?
Le Clocher des Pères""",4
Ima,"20 boulevard de la Tour-d'Auvergne, Rennes, 35000, France","Rennes, France",€€€€,Creative,-1.684632,48.106684,1 Star,Counter dining,"“Cooking has always been a means of travel for me? explains chef Julien Lemarié, who has plied his trade in London, Tokyo and Singapore. At his restaurant, Ima, which means “now?in Japanese, this talented culinary technician conjures up instinctive cuisine showcased on tasting menus that combine subtlety with regional and Asian influences. Lemarié enhances his dishes with broths, infusions, spices, aromatic plants and algae. And for those keen to enjoy the full Japanese experience, make sure you take a seat at the bar. It's now your turn to travel!",4
Le Grand Cerf,"50 route Nationale, Montchenot, 51500, France","Montchenot, France",€€€€,Classic Cuisine,4.0109723,49.1618024,1 Star,"Car park,Garden or park,Restaurant offering vegetarian menus,Terrace,Wheelchair access","At the foot of the Montagne de Reims and on the road to Épernay, this imposing inn unabashedly brandishes its opulent style. Come evening, the elegant dining space done out in pale wood takes on a romantic air ?the perfect setting for fine classic French cuisine delivered by chefs Dominique Giraudeau (who shone for many years in the kitchens of Gérard Boyer at Les Crayères) and his associate, Pascal Champion. On the menu, top-notch produce, from John Dory to free-range milk-fed veal, as well as game, lobster and truffles.",4
La Table du Gourmet,"5 rue de la 1ère-Armée, Riquewihr, 68340, France","Riquewihr, France",€€€€,"Creative, Modern Cuisine",7.2972837,48.1664136,1 Star,"Air conditioning,Interesting wine list,Restaurant offering vegetarian menus","In Riquewihr, Jean-Luc Brendel has built up an entire ecosystem: in addition to his fine dining restaurant, he has a modern winstub and also offers luxurious guestrooms for overnight stays. At La Table du Gourmet, in the heart of the medieval city, the chef cooks beautiful seasonal ingredients with great care and a dash of creativity, making each dish his own. His set menu showcases produce from his garden (tended according to the principles of permaculture) such as the delicious Petrowski turnip, served with humanely-reared veal, cooked over the embers. Two wine lists, the first dedicated to the fines wines of Alsace, and all this to be enjoyed in surroundings that combine olde worlde charm (the building dates back to the 16C) with contemporary decorative touches.",4
Shang Palace,"10 avenue d'Iéna, Paris, 75116, France","Paris, France",€€€€,Chinese,2.2934586,48.863801,1 Star,"Air conditioning,Brunch,Valet parking,Wheelchair access","The Shangri-La, a luxury Parisian hotel, takes us on a voyage into deepest Asia to an opulent imaginary paradise. On the lower floor of the hotel, the Shang Palace restaurant transports diners to Hong Kong, amidst jade inlaid columns, finely carved screens and crystal chandeliers. Cantonese cuisine plays the leading role, served in an assortment of dishes that are placed in the centre of the table. Each dish is a masterclass in precision and subtlety. The dim sum are exquisitely soft and fluffy, while the gently seared aubergines, chicken and dried fish dish showcases the full range of skills and art of Cantonese cooking. The discovery menu is a treasure trove: fried langoustine wonton with sweet and sour yuzu sauce; assorted dumplings with shrimp, pork, crab roe, beetroot, vegetables and mushrooms, Shang Palace bao with pork belly and pickles?
Saisons,1A chemin de Calabert",4
Château Eza,"Rue de la Pise, Èze, 06360, France","Èze, France",€€€€,Modern Cuisine,7.3610962,43.7276935,1 Star,"Air conditioning,Car park,Great view,Terrace,Valet parking","Be prepared for a magical setting ?a dazzling panoramic view, variations in the landscape below, mountains plunging into the Mediterranean. But this does not eclipse the cuisine of Justin Schmitt! This chef, who is no stranger to working in the finest restaurants, is a dab hand at cooking up modern cuisine with personality, such as octopus roasted with satay, creamy corn and smoked whisky, or John Dory, courgette flowers, prawns and verbena. The desserts are on a par and the view from the terrace is breathtaking!",4
Toya,"Avenue Jean-Monnet, Faulquemont, 57380, France","Faulquemont, France",€€€€,Creative,6.627029,49.0564967,1 Star,"Air conditioning,Car park,Great view,Interesting wine list,Terrace,Wheelchair access","Tōya is a famous volcanic lake in northern Japan, in the heart of the Shikotsu-Tōya nature reserve. In the eyes of youthful globetrotting chef, Loïc Villemin, this region is something of a gastronomic Eden where wild fish, plants and herbs thrive and high-quality fruit and vegetables are grown. All of which has inspired this Zen-styled restaurant (overlooking a golf course) with a hip ‘natural?slant! Our aspiring Buddhist monk chef has spent retreats in the top gourmet sanctuaries of France, notably with Jean-Georges Klein, Nicolas Le Bec, Bernard Loiseau and Arnaud Lallement. His love of fine produce is particularly visible in the mystery, weekly-changing menu. Cutting-edge skill and creativity are apparent in the likes of ikejime trout from Abreschviller, with textures of carrot, ginger and caraway. Unmissable.",4
Les Ducs de Lorraine,"5 avenue de Provence, Epinal, 88000, France","Epinal, France",€€€€,Modern Cuisine,6.4491422,48.169025,1 Star,"Interesting wine list,Terrace,Wheelchair access","In the heart of the capital of the Vosges, Stéphane Ringer and Rémi Gornet preside over this neo-Tudor style manor, with high ceilings, stained-glass windows, precious panelling and cornices that combine to provide an exceptional backdrop for your meal. The two chefs deliver modern dishes based on top-notch produce ?lobster, langoustines, turbot, caviar, sweetbreads ?cooked with precision. Generously stocked cheese and dessert trolleys make for quite a finale, while the cellar boasts a strong collection of bordeaux. Terrasse/conservatory with a sliding roof.",4
Le Passe Temps,"52 rue Tronchet, Lyon, 69006, France","Lyon, France",€€€€,Creative,4.8492927,45.769939,1 Star,"Air conditioning,Interesting wine list,Wheelchair access","Young Korean chef Younghoon Lee discovered a passion for Gallic gastronomy in a French restaurant in Seoul. After perfecting his craft at the Institut Paul Bocuse and at Lasserre, he opened his own restaurant in the Brotteaux neighbourhood with his wife. The space is resolutely contemporary, with its light wood floors and centrally positioned glazed wine cellar. Drawing on a keen sense of presentation and flavours, he puts a subtle Korean spin on French cuisine: melt-in-the-mouth bluefin tuna tartare with beetroot and crème fraîche; slow-baked medallion of monkfish with a white kimchi sauce. Lee's cooking is a veritable love story.",4
Le Manoir du Lys,"Route de Juvigny-sous-Andaine, Bagnoles-de-l'Orne, 61140, France","Bagnoles-de-l'Orne, France",€€€€,Modern Cuisine,,,1 Star,"Car park,Garden or park,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Wheelchair access","The huge forest of Andaine surrounding this restaurant, depicted by light wooden wainscoting and a leafy terrace, is undoubtedly its ‘raison d’être? Poised between Maine, Normandy and Brittany, these green lungs nurture and nourish the forest-inspired cooking of chef Franck Quinton. His way with mushrooms is out of this world: roast cèpes in thyme and laurel, girolles sautéed in rosemary, apricots and hazelnuts, chanterelles in cream of foie gras and parmesan or horn of plenty with ham and ciboule onion?If you stay the night, you can even go picking with him! This wholehearted chef is also a champion of local produce and his pigeons, veg and meat all come from within a few dozen kilometres. Delicate, appetising food served in an elegant, peaceful interior: heaven!",4
Le Favori - Les Sources de Cheverny,"23 route de Fougères, Cheverny, 41700, France","Cheverny, France",€€€€,Modern Cuisine,1.4326274,47.4770964,1 Star,"Air conditioning,Car park,Garden or park,Interesting wine list,Wheelchair access","This new address is elegant, refined and in perfect harmony with the cuisine prepared by the chef (who previously worked at La Réserve in Paris), available via a fixed four- or six-course tasting menu based around the finest seasonal produce. The precise presentation, meticulous recipes, beautiful aesthetics and superb sauces bring out the true essence of the main ingredient, typified by the white radish steamed in its own vegetable water, lightly seared Dublin Bay prawns, citrus nectar and fresh turmeric. The meticulously prepared dishes and garnishes bring pleasure to the palate, enhanced by the restaurant dining room that blends seamlessly into the surrounding greenery. A precise, explosive and enchanting experience.",4
